rank,strategy_name,params,start_dt,end_dt,initial_equity,final_equity,total_return,total_return_percent,annualized_return_percent,max_drawdown,max_drawdown_percent,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,win_rate,profit_factor,total_commission_cost,total_slippage_cost,total_cost,risk_triggered,frozen_during_backtest,frozen_reason,status,error_message
129,DoubleMAStrategy_Opt_88,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
130,DoubleMAStrategy_Opt_96,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
131,DoubleMAStrategy_Opt_97,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
132,DoubleMAStrategy_Opt_104,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
133,DoubleMAStrategy_Opt_105,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
134,DoubleMAStrategy_Opt_106,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
135,DoubleMAStrategy_Opt_119,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
136,DoubleMAStrategy_Opt_123,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
137,DoubleMAStrategy_Opt_126,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
138,DoubleMAStrategy_Opt_130,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
139,DoubleMAStrategy_Opt_132,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
140,DoubleMAStrategy_Opt_134,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
141,DoubleMAStrategy_Opt_139,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
142,DoubleMAStrategy_Opt_141,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
143,DoubleMAStrategy_Opt_142,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
144,DoubleMAStrategy_Opt_143,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
